"","LiSaintAlexis.txt","LiSaintJerome.txt","LiSaintDialogues.txt","LiSaintBenoit.txt","LiSaintBrice.txt","LiSaintGilles.txt","LiSaintNicolas.txt","LiSaintMartin.txt","LiSaintMarcel.txt"
"richement",1.6705,-0.0568,-0.4458,0.3016,-0.0324,-0.104,-0.4915,-0.3578,0.2498
"nöer2",-0.023,-0.0135,-0.1058,-0.0713,-0.0077,-0.0247,0.628,-0.0849,-0.0852
"grifon",-0.0257,-0.0151,-0.1184,-0.0798,-0.0086,-0.0276,-0.1305,-0.095,-0.0954
"poille",-0.0274,-0.0161,-0.1259,-0.0849,-0.0092,-0.0294,-0.1388,-0.1011,-0.1015
"dorer",-0.0717,-0.0421,-0.3299,-0.2224,-0.024,-0.0769,-0.3637,0.3405,-0.2658
"jupel",-0.0022,-0.0013,-0.0101,-0.0068,-7e-04,-0.0023,-0.0111,-0.0081,-0.0081
"brant1",-0.1615,-0.0947,-0.7429,-0.5009,-0.054,-0.1733,-0.8191,-0.5964,-0.5986
"listé",-0.0181,-0.0106,-0.0831,-0.056,-0.006,-0.0194,-0.0916,-0.0667,-0.067
"esmeraude",-0.0109,-0.0064,-0.0504,-0.034,-0.0037,-0.0117,-0.0555,-0.0404,-0.0406
"gironee",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"largement",-0.0443,-0.026,-0.204,-0.1375,-0.0148,-0.0476,0.3934,-0.1638,-0.1644
"esmal1",-0.0077,-0.0045,-0.0353,-0.0238,-0.0026,-0.0082,-0.0389,-0.0283,-0.0284
"tresjeter",-0.0027,-0.0016,-0.0126,-0.0085,-9e-04,-0.0029,-0.0139,-0.0101,-0.0101
"barbé",-0.0224,-0.0132,-0.1033,-0.0696,-0.0075,-0.0241,-0.1138,-0.0829,-0.0832
"ahaner",-0.0027,-0.0016,-0.0126,-0.0085,-9e-04,-0.0029,-0.0139,-0.0101,-0.0101
"brace",-0.012,-0.0071,-0.0554,-0.0374,-0.004,-0.0129,-0.0611,-0.0445,-0.0446
"ramenter",-0.0066,-0.0039,-0.0302,-0.0204,-0.0022,-0.007,-0.0333,-0.0243,-0.0243
"flanc",-0.0662,-0.0388,-0.3047,-0.2054,-0.0221,-0.0711,-0.336,-0.2446,-0.2455
"gemé",-0.0274,-0.0161,-0.1259,-0.0849,-0.0092,-0.0294,-0.1388,-0.1011,-0.1015
"change",-0.0542,-0.0318,-0.2493,-0.1681,-0.0181,-0.0581,7.7473,-0.2001,-0.2009
"coutelece",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"hongrie",-0.0197,-0.0116,-0.0907,-0.0611,-0.0066,-0.0211,-0.1,-0.0728,-0.073
"rossize",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"chastelerie",-0.0186,-0.0109,-0.0856,-0.0577,-0.0062,-0.02,-0.0944,-0.0687,-0.069
"almarie",-0.0077,-0.0045,-0.0353,-0.0238,-0.0026,-0.0082,-0.0389,-0.0283,-0.0284
"somier2",-0.0465,-0.0273,-0.2141,-0.1443,-0.0156,-0.0499,-0.236,-0.1718,-0.1725
"chergier",-0.0038,-0.0022,-0.0176,-0.0119,-0.0013,-0.0041,-0.0194,-0.0142,-0.0142
"romaigne",-0.0033,-0.0019,-0.0151,-0.0102,-0.0011,-0.0035,-0.0167,-0.0121,-0.0122
"palefroi",-0.0985,-0.0578,-0.4533,-0.3056,-0.0329,-0.1057,-0.4998,-0.3639,-0.3652
"sulie",-0.0071,-0.0042,-0.0327,-0.0221,-0.0024,-0.0076,-0.0361,-0.0263,-0.0264
"baronie",-0.0257,-0.0151,-0.1184,-0.0798,-0.0086,-0.0276,-0.1305,-0.095,-0.0954
"forbir",-0.0367,-0.0215,-0.1687,-0.1138,-0.0123,-0.0393,-0.186,-0.1354,-0.1359
"estage2",-0.0416,-0.0244,-0.1914,-0.129,-0.0139,-0.0446,-0.211,-0.1536,0.5245
"rivage2",-0.0586,1.1189,1.6093,-0.1817,-0.0196,3.3559,4.1559,0.4064,1.853
"besuit",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"esclie",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"poison",-0.0219,-0.0128,-0.1007,0.8394,-0.0073,-0.0235,-0.1111,-0.0809,-0.0812
"marage",-0.0027,-0.0016,-0.0126,-0.0085,-9e-04,-0.0029,-0.0139,-0.0101,-0.0101
"poupre",-0.0033,-0.0019,-0.0151,-0.0102,-0.0011,-0.0035,-0.0167,-0.0121,-0.0122
"cartal",-0.0049,-0.0029,-0.0227,-0.0153,-0.0016,-0.0053,-0.025,-0.0182,-0.0183
"chamoil",-0.0482,20.9708,-0.2216,-0.1494,-0.0161,-0.0517,-0.2443,0.4735,-0.1786
"sauvage",-0.1067,-0.0626,0.9803,-0.3311,-0.0357,0.6349,-0.1891,-0.3942,-0.3957
"folage",-0.012,-0.0071,-0.0554,-0.0374,-0.004,-0.0129,-0.0611,-0.0445,-0.0446
"orage",-0.0131,-0.0077,0.8863,-0.0407,-0.0044,-0.0141,-0.0666,-0.0485,-0.0487
"midi",-0.0493,-0.0289,-0.2267,-0.1528,-0.0165,-0.0529,-0.2499,-0.1819,-0.1826
"droitement",1.0917,-0.0215,0.4922,0.6375,-0.0123,-0.0393,1.1648,-0.1354,-0.1359
"argu",-0.0131,-0.0077,-0.0604,-0.0407,-0.0044,-0.0141,-0.0666,-0.0485,-0.0487
"message1",-0.0542,-0.0318,-0.2493,-0.1681,-0.0181,-0.0581,-0.2749,0.4327,-0.2009
"ancre",-0.0197,-0.0116,2.9221,-0.0611,-0.0066,-0.0211,8.5187,-0.0728,-0.073
"usage",-0.1117,-0.0655,-0.174,0.26,-0.0373,0.6178,-0.2031,-0.4124,-0.4139
"marïage",0.9519,-0.0302,-0.2367,-0.1596,-0.0172,-0.0552,0.3451,-0.19,1.1445
